track_id,title,artist,genre,release_year,album,lyrics,tempo,energy,danceability,valence,acousticness,instrumentalness,loudness,speechiness,liveness,popularity,key,mode,time_signature,duration,language,mood,activity,weather_mood,keywords
MUSIC_00032,Tears Forever,Harry Styles,Classical,1996,Tears Forever - Album,"Tears falling like rain, memories remain, walking through the pain alone again",115,0.031,0.175,0.829,0.728,0.609,-8.2,0.921,0.583,1,10,0,4,300,French,sad,working,snowy_day,"sad,working,snowy_day,classical"
MUSIC_00033,Fire Storm,Harry Styles,Indie,2025,Fire Storm - Album,"Through the journey of life, we find our way, in every moment, in every day",146,0.614,0.87,0.244,0.461,0.56,-20.0,0.401,0.515,14,9,0,7,336,French,energetic,party,rainy_day,"energetic,party,rainy_day,indie"
MUSIC_00034,The Moment,Adele,Folk,2016,The Moment - Album,"Through the journey of life, we find our way, in every moment, in every day",84,0.177,0.495,0.169,0.845,0.664,-5.3,0.27,0.919,91,8,0,6,169,Spanish,dramatic,sleeping,rainy_day,"dramatic,sleeping,rainy_day,folk"
MUSIC_00035,In Day,Billie Eilish,Gospel,1973,In Day - Album,"Through the journey of life, we find our way, in every moment, in every day",98,0.231,0.566,0.14,0.993,0.858,-15.8,0.368,0.473,35,3,1,5,296,English,dramatic,study,stormy_night,"dramatic,study,stormy_night,gospel"
MUSIC_00036,The Night,Ariana Grande,Blues,2013,The Night - Album,"Through the journey of life, we find our way, in every moment, in every day",117,0.372,0.173,0.145,0.314,0.623,-13.1,0.86,0.519,25,9,0,6,285,Spanish,angry,gaming,snowy_day,"angry,gaming,snowy_day,blues"
MUSIC_00037,The Dream,Lana Del Rey,Latin,1979,The Dream - Album,"Through the journey of life, we find our way, in every moment, in every day",87,0.2,0.301,0.388,0.336,0.078,-6.7,0.436,0.331,75,3,0,7,287,English,mysterious,cleaning,stormy_night,"mysterious,cleaning,stormy_night,latin"
MUSIC_00038,The Dream,Dua Lipa,Reggae,1995,The Dream - Album,"Through the journey of life, we find our way, in every moment, in every day",81,0.481,0.127,0.194,0.807,0.895,-13.1,0.626,0.593,73,9,0,5,148,English,dreamy,party,stormy_night,"dreamy,party,stormy_night,reggae"
MUSIC_00039,Through Night,SZA,Funk,1986,Through Night - Album,"Through the journey of life, we find our way, in every moment, in every day",67,0.951,0.145,0.268,0.61,0.718,-6.0,0.339,0.484,41,9,1,3,293,Korean,uplifting,showering,rainy_day,"uplifting,showering,rainy_day,funk"
MUSIC_00040,In Moment,SZA,Folk,2011,In Moment - Album,"Through the journey of life, we find our way, in every moment, in every day",139,0.739,0.441,0.223,0.026,0.037,-10.8,0.401,0.664,37,8,0,4,241,Spanish,angry,meditation,sunny_day,"angry,meditation,sunny_day,folk"
MUSIC_00041,Beyond Dream,Kendrick Lamar,Punk,1992,Beyond Dream - Album,"Through the journey of life, we find our way, in every moment, in every day",88,0.987,0.986,0.608,0.173,0.824,-5.3,0.608,0.948,21,1,1,7,317,French,euphoric,gaming,stormy_night,"euphoric,gaming,stormy_night,punk"
MUSIC_00042,Beyond Day,Dua Lipa,Indie,2018,Beyond Day - Album,"Through the journey of life, we find our way, in every moment, in every day",85,0.634,0.022,0.011,0.385,0.77,-19.4,0.275,0.886,50,2,1,3,121,Japanese,dramatic,sleeping,stormy_night,"dramatic,sleeping,stormy_night,indie"
MUSIC_00043,The Moment,Billie Eilish,Electronic,1942,The Moment - Album,"Through the journey of life, we find our way, in every moment, in every day",88,0.56,0.841,0.545,0.185,0.472,-6.2,0.031,0.839,68,6,0,6,230,French,angry,showering,foggy_morning,"angry,showering,foggy_morning,electronic"
MUSIC_00044,In Night,The Weeknd,R&B,2017,In Night - Album,"Through the journey of life, we find our way, in every moment, in every day",100,0.207,0.808,0.366,0.431,0.218,-3.4,0.332,0.311,65,2,0,4,308,Japanese,contemplative,relaxing,rainy_day,"contemplative,relaxing,rainy_day,r&b"
MUSIC_00045,Through Dream,Billie Eilish,Gospel,1945,Through Dream - Album,"Through the journey of life, we find our way, in every moment, in every day",71,0.019,0.041,0.335,0.638,0.322,-8.2,0.303,0.122,90,7,0,4,231,Korean,dramatic,walking,foggy_morning,"dramatic,walking,foggy_morning,gospel"
MUSIC_00046,Goodbye Soul,SZA,Jazz,2016,Goodbye Soul - Album,"Tears falling like rain, memories remain, walking through the pain alone again",131,0.282,0.012,0.941,0.831,0.444,-15.7,0.516,0.695,92,4,0,5,357,Japanese,sad,sleeping,snowy_day,"sad,sleeping,snowy_day,jazz"
MUSIC_00047,In Day,Ariana Grande,Alternative,1972,In Day - Album,"Through the journey of life, we find our way, in every moment, in every day",117,0.345,0.211,0.687,0.988,0.523,-17.8,0.719,0.348,97,2,1,7,359,Korean,angry,gaming,foggy_morning,"angry,gaming,foggy_morning,alternative"
MUSIC_00048,Through Night,Imagine Dragons,Funk,1967,Through Night - Album,"Through the journey of life, we find our way, in every moment, in every day",118,0.294,0.251,0.671,0.17,0.738,-9.5,0.635,0.912,90,0,0,4,338,Spanish,uplifting,driving,rainy_day,"uplifting,driving,rainy_day,funk"
MUSIC_00049,Thunder Pulse,Taylor Swift,Country,1974,Thunder Pulse - Album,"Through the journey of life, we find our way, in every moment, in every day",139,0.756,0.576,0.258,0.629,0.36,-10.8,0.424,0.517,67,8,1,5,218,English,energetic,relaxing,stormy_night,"energetic,relaxing,stormy_night,country"
MUSIC_00050,The Night,Coldplay,Blues,2004,The Night - Album,"Through the journey of life, we find our way, in every moment, in every day",162,0.221,0.896,0.165,0.214,0.709,-3.4,0.87,0.423,36,2,1,7,265,English,melancholic,cleaning,foggy_morning,"melancholic,cleaning,foggy_morning,blues"
MUSIC_00051,In Day,Maroon 5,Alternative,1997,In Day - Album,"Through the journey of life, we find our way, in every moment, in every day",86,0.719,0.123,0.079,0.135,0.841,-3.4,0.484,0.149,54,2,1,7,291,Japanese,dramatic,study,foggy_morning,"dramatic,study,foggy_morning,alternative"
MUSIC_00052,Beyond Day,Drake,Reggae,1963,Beyond Day - Album,"Through the journey of life, we find our way, in every moment, in every day",107,0.378,0.854,0.396,0.807,0.538,-19.3,0.523,0.706,81,3,1,5,235,Japanese,angry,cooking,snowy_day,"angry,cooking,snowy_day,reggae"
MUSIC_00053,Through Night,Olivia Rodrigo,Punk,1967,Through Night - Album,"Through the journey of life, we find our way, in every moment, in every day",133,0.129,0.337,0.339,0.174,0.861,-14.6,0.105,0.277,22,11,1,4,158,English,euphoric,gaming,sunny_day,"euphoric,gaming,sunny_day,punk"
MUSIC_00054,Beyond Moment,OneRepublic,Gospel,1992,Beyond Moment - Album,"Through the journey of life, we find our way, in every moment, in every day",109,0.616,0.471,0.039,0.15,0.144,-0.2,0.033,0.165,60,0,0,5,308,Japanese,calm,driving,snowy_day,"calm,driving,snowy_day,gospel"
MUSIC_00055,In Moment,Imagine Dragons,Funk,2023,In Moment - Album,"Through the journey of life, we find our way, in every moment, in every day",171,0.208,0.672,0.889,0.65,0.583,-9.7,0.433,0.456,71,11,0,7,275,Japanese,euphoric,showering,sunny_day,"euphoric,showering,sunny_day,funk"
MUSIC_00056,Lonely Heart,Billie Eilish,Classical,1958,Lonely Heart - Album,"Tears falling like rain, memories remain, walking through the pain alone again",65,0.438,0.766,0.98,0.11,0.681,-17.4,0.435,0.655,66,9,0,3,299,Korean,sad,workout,sunny_day,"sad,workout,sunny_day,classical"
MUSIC_00057,The Moment,Harry Styles,Jazz,1990,The Moment - Album,"Through the journey of life, we find our way, in every moment, in every day",129,0.621,0.842,0.16,0.091,0.186,-13.2,0.721,0.447,52,10,0,4,141,Japanese,uplifting,showering,snowy_day,"uplifting,showering,snowy_day,jazz"
MUSIC_00058,In Moment,Dua Lipa,World,1959,In Moment - Album,"Through the journey of life, we find our way, in every moment, in every day",141,0.952,0.451,0.828,0.29,0.62,-2.5,0.66,0.841,95,8,1,5,317,Japanese,euphoric,reading,stormy_night,"euphoric,reading,stormy_night,world"
MUSIC_00059,Energy Beat,Ariana Grande,Country,2019,Energy Beat - Album,"Through the journey of life, we find our way, in every moment, in every day",159,0.277,0.769,0.703,0.324,0.9,-16.5,0.198,0.453,9,3,0,3,267,French,energetic,working,snowy_day,"energetic,working,snowy_day,country"
MUSIC_00060,The Night,The Weeknd,Pop,1986,The Night - Album,"Through the journey of life, we find our way, in every moment, in every day",173,0.373,0.196,0.043,0.497,0.96,-5.4,0.307,0.794,91,0,1,6,279,French,contemplative,workout,foggy_morning,"contemplative,workout,foggy_morning,pop"
MUSIC_00061,The Night,Billie Eilish,Hip-Hop,2025,The Night - Album,"Through the journey of life, we find our way, in every moment, in every day",154,0.669,0.179,0.919,0.557,0.809,-10.8,0.379,0.235,31,7,1,5,131,Korean,euphoric,meditation,snowy_day,"euphoric,meditation,snowy_day,hip-hop"
MUSIC_00062,Beyond Day,Bruno Mars,Metal,1960,Beyond Day - Album,"Through the journey of life, we find our way, in every moment, in every day",132,0.231,0.572,0.061,0.772,0.273,-2.4,0.932,0.598,52,2,1,4,180,Japanese,melancholic,relaxing,snowy_day,"melancholic,relaxing,snowy_day,metal"
MUSIC_00063,The Dream,Taylor Swift,Hip-Hop,1996,The Dream - Album,"Through the journey of life, we find our way, in every moment, in every day",163,0.85,0.231,0.591,0.043,0.585,-12.7,0.632,0.922,81,7,1,7,297,English,intense,sleeping,rainy_day,"intense,sleeping,rainy_day,hip-hop"
MUSIC_00064,In Day,OneRepublic,Hip-Hop,2016,In Day - Album,"Through the journey of life, we find our way, in every moment, in every day",130,0.149,0.364,0.618,0.258,0.788,-16.6,0.208,0.5,11,7,1,7,336,English,peaceful,relaxing,stormy_night,"peaceful,relaxing,stormy_night,hip-hop"
MUSIC_00065,Through Dream,Maroon 5,K-Pop,1974,Through Dream - Album,"Through the journey of life, we find our way, in every moment, in every day",74,0.673,0.531,0.592,0.587,0.826,-1.3,0.812,0.693,50,8,1,7,127,Japanese,angry,reading,rainy_day,"angry,reading,rainy_day,k-pop"
MUSIC_00066,Beyond Day,Maroon 5,Metal,1969,Beyond Day - Album,"Through the journey of life, we find our way, in every moment, in every day",170,0.986,0.853,0.875,0.61,0.689,-17.3,0.671,0.167,98,1,0,7,272,English,intense,cooking,rainy_day,"intense,cooking,rainy_day,metal"
MUSIC_00067,In Dream,Bruno Mars,World,1990,In Dream - Album,"Through the journey of life, we find our way, in every moment, in every day",117,0.609,0.528,0.364,0.457,0.059,-14.2,0.134,0.35,64,8,1,4,220,French,dramatic,study,rainy_day,"dramatic,study,rainy_day,world"
MUSIC_00068,The Dream,Harry Styles,Electronic,1969,The Dream - Album,"Through the journey of life, we find our way, in every moment, in every day",99,0.386,0.611,0.756,0.336,0.003,-16.6,0.687,0.181,64,4,0,5,147,French,melancholic,cooking,foggy_morning,"melancholic,cooking,foggy_morning,electronic"
MUSIC_00069,Beyond Day,Drake,World,2006,Beyond Day - Album,"Through the journey of life, we find our way, in every moment, in every day",168,0.062,0.011,0.372,0.659,0.22,-15.0,0.664,0.83,48,11,0,7,324,Spanish,calm,reading,foggy_morning,"calm,reading,foggy_morning,world"
MUSIC_00070,Thunder Pulse,Drake,Electronic,1995,Thunder Pulse - Album,"Through the journey of life, we find our way, in every moment, in every day",126,0.596,0.398,0.764,0.292,0.145,-14.1,0.817,0.836,12,7,0,3,225,Spanish,energetic,working,rainy_day,"energetic,working,rainy_day,electronic"
MUSIC_00071,The Moment,SZA,Funk,1994,The Moment - Album,"Through the journey of life, we find our way, in every moment, in every day",76,0.683,0.138,0.025,0.949,0.259,-14.9,0.207,0.715,92,9,0,3,195,French,uplifting,meditation,sunny_day,"uplifting,meditation,sunny_day,funk"
MUSIC_00072,Beyond Day,Post Malone,Indie,1973,Beyond Day - Album,"Through the journey of life, we find our way, in every moment, in every day",126,0.971,0.277,0.723,0.801,0.853,-5.3,0.614,0.82,60,9,1,4,304,Japanese,angry,relaxing,sunny_day,"angry,relaxing,sunny_day,indie"
MUSIC_00073,Through Dream,Adele,Funk,1969,Through Dream - Album,"Through the journey of life, we find our way, in every moment, in every day",62,0.042,0.467,0.493,0.524,0.636,-1.0,0.669,0.308,14,4,1,4,209,French,contemplative,study,rainy_day,"contemplative,study,rainy_day,funk"
MUSIC_00074,In Night,Billie Eilish,Country,2011,In Night - Album,"Through the journey of life, we find our way, in every moment, in every day",101,0.271,0.907,0.487,0.107,0.412,-6.7,0.039,0.336,32,4,0,5,223,Korean,nostalgic,workout,foggy_morning,"nostalgic,workout,foggy_morning,country"
MUSIC_00075,In Day,Dua Lipa,Gospel,1980,In Day - Album,"Through the journey of life, we find our way, in every moment, in every day",110,0.68,0.139,0.735,0.493,0.845,-11.8,0.111,0.122,65,5,0,6,346,Korean,mysterious,cleaning,snowy_day,"mysterious,cleaning,snowy_day,gospel"
MUSIC_00076,Sunshine Life,Imagine Dragons,Latin,1963,Sunshine Life - Album,"Sunshine in my heart, everything's alright, dancing through the day and into the night",102,0.273,0.266,0.036,0.013,0.14,-9.7,0.906,0.245,53,2,0,3,277,French,happy,study,snowy_day,"happy,study,snowy_day,latin"
MUSIC_00077,Sunshine Days,Post Malone,Jazz,1950,Sunshine Days - Album,"Sunshine in my heart, everything's alright, dancing through the day and into the night",73,0.378,0.531,0.677,0.7,0.3,-2.9,0.159,0.339,44,5,1,3,216,English,happy,working,foggy_morning,"happy,working,foggy_morning,jazz"
MUSIC_00078,The Night,SZA,Folk,1965,The Night - Album,"Through the journey of life, we find our way, in every moment, in every day",96,0.045,0.075,0.714,0.239,0.247,-2.9,0.861,0.165,24,10,1,3,310,English,nostalgic,showering,snowy_day,"nostalgic,showering,snowy_day,folk"
MUSIC_00079,Through Day,Dua Lipa,Country,2012,Through Day - Album,"Through the journey of life, we find our way, in every moment, in every day",82,0.644,0.508,0.474,0.202,0.896,-18.1,0.034,0.931,47,4,1,5,203,Korean,dreamy,walking,foggy_morning,"dreamy,walking,foggy_morning,country"
MUSIC_00080,In Night,The Weeknd,Latin,1971,In Night - Album,"Through the journey of life, we find our way, in every moment, in every day",76,0.902,0.233,0.325,0.434,0.122,-19.9,0.146,0.973,82,2,0,3,155,French,aggressive,party,sunny_day,"aggressive,party,sunny_day,latin"
MUSIC_00081,Through Night,The Weeknd,Hip-Hop,1951,Through Night - Album,"Through the journey of life, we find our way, in every moment, in every day",67,0.064,0.706,0.544,0.935,0.613,-8.9,0.742,0.434,50,8,0,3,334,Korean,peaceful,reading,snowy_day,"peaceful,reading,snowy_day,hip-hop"
MUSIC_00082,The Moment,Olivia Rodrigo,Gospel,1952,The Moment - Album,"Through the journey of life, we find our way, in every moment, in every day",170,0.321,0.289,0.592,0.975,0.767,-11.4,0.138,0.325,86,5,1,5,243,Spanish,euphoric,relaxing,foggy_morning,"euphoric,relaxing,foggy_morning,gospel"
MUSIC_00083,Sunshine Life,Taylor Swift,Soul,1947,Sunshine Life - Album,"Sunshine in my heart, everything's alright, dancing through the day and into the night",89,0.142,0.957,0.377,0.13,0.038,-9.0,0.27,0.686,59,9,1,3,269,Japanese,happy,cleaning,foggy_morning,"happy,cleaning,foggy_morning,soul"
MUSIC_00084,In Moment,Maroon 5,Indie,1987,In Moment - Album,"Through the journey of life, we find our way, in every moment, in every day",64,0.175,0.016,0.522,0.798,0.425,-15.2,0.338,0.304,8,3,1,3,182,Spanish,contemplative,walking,snowy_day,"contemplative,walking,snowy_day,indie"
MUSIC_00085,Beyond Moment,Post Malone,Rock,1998,Beyond Moment - Album,"Through the journey of life, we find our way, in every moment, in every day",88,0.463,0.748,0.256,0.647,0.004,-8.9,0.391,0.941,2,5,1,3,163,Japanese,dreamy,walking,foggy_morning,"dreamy,walking,foggy_morning,rock"
MUSIC_00086,In Day,Billie Eilish,Ambient,1994,In Day - Album,"Through the journey of life, we find our way, in every moment, in every day",108,0.59,0.967,0.378,0.932,0.092,-12.6,0.368,0.957,35,7,1,6,257,Korean,intense,meditation,sunny_day,"intense,meditation,sunny_day,ambient"
MUSIC_00087,Energy Pulse,Taylor Swift,Reggae,1994,Energy Pulse - Album,"Through the journey of life, we find our way, in every moment, in every day",60,0.685,0.982,0.49,0.536,0.364,-4.7,0.077,0.508,24,8,0,5,360,French,energetic,driving,foggy_morning,"energetic,driving,foggy_morning,reggae"
MUSIC_00088,The Dream,Bad Bunny,World,1949,The Dream - Album,"Through the journey of life, we find our way, in every moment, in every day",177,0.178,0.2,0.898,0.744,0.504,-5.9,0.165,0.148,32,2,0,3,225,English,angry,cleaning,foggy_morning,"angry,cleaning,foggy_morning,world"
MUSIC_00089,Beyond Night,Dua Lipa,Soul,1950,Beyond Night - Album,"Through the journey of life, we find our way, in every moment, in every day",131,0.827,0.902,0.391,0.356,0.477,-12.3,0.324,0.719,10,6,0,5,255,Korean,euphoric,gaming,sunny_day,"euphoric,gaming,sunny_day,soul"
MUSIC_00090,Beyond Moment,Imagine Dragons,Latin,1953,Beyond Moment - Album,"Through the journey of life, we find our way, in every moment, in every day",90,0.132,0.919,0.718,0.171,0.136,-4.3,0.609,0.392,21,8,0,3,141,Japanese,nostalgic,driving,foggy_morning,"nostalgic,driving,foggy_morning,latin"
MUSIC_00091,The Moment,Coldplay,Hip-Hop,2018,The Moment - Album,"Through the journey of life, we find our way, in every moment, in every day",135,0.465,0.254,0.734,0.839,0.489,-9.3,0.357,0.81,96,0,1,5,329,Korean,mysterious,cleaning,sunny_day,"mysterious,cleaning,sunny_day,hip-hop"
MUSIC_00092,Tears Heart,Lana Del Rey,K-Pop,1952,Tears Heart - Album,"Tears falling like rain, memories remain, walking through the pain alone again",89,0.701,0.25,0.499,0.08,0.917,-17.2,0.217,0.986,78,1,1,6,273,Japanese,sad,showering,foggy_morning,"sad,showering,foggy_morning,k-pop"
MUSIC_00093,In Day,Harry Styles,R&B,2025,In Day - Album,"Through the journey of life, we find our way, in every moment, in every day",124,0.165,0.045,0.931,0.796,0.291,-14.7,0.22,0.374,26,4,0,6,316,Korean,uplifting,sleeping,snowy_day,"uplifting,sleeping,snowy_day,r&b"
MUSIC_00094,Power Beat,Ed Sheeran,Alternative,1971,Power Beat - Album,"Through the journey of life, we find our way, in every moment, in every day",140,0.556,0.252,0.475,0.947,0.715,-1.9,0.079,0.589,100,4,0,5,336,Korean,energetic,sleeping,sunny_day,"energetic,sleeping,sunny_day,alternative"
MUSIC_00095,Through Night,OneRepublic,Rock,1977,Through Night - Album,"Through the journey of life, we find our way, in every moment, in every day",74,0.527,0.084,0.912,0.51,0.413,-19.9,0.611,0.226,41,9,0,4,305,Korean,intense,driving,snowy_day,"intense,driving,snowy_day,rock"
